src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
49.51.15.48,169.231.122.194,80,65244,6,2022-12-05 12:22:29,868872.0000000001,5210.203574289423,18.41468018304192,8.05642258008084,10.35825760296108,7,9,726,3801,366,54,103.71428571428571,107.22168528762437,1440,54,422.3333333333333,566.7552871880029,1440,54,282.9375,459.01436098857516,210694.18359375,140,180,20,1,-232356.86666666667,274323.0,-868872.0,379278.5342321861,792182.0,274323.0,42047.0,132030.33333333334,85111.73608002339,793462.0,438542.0,50.0,99182.75,141486.89151892305,1,1,0,0,2,2,0,2,15,0,0,1.2857142857142858,282.9375,29200,4096,194058.0,180489.0,187273.5,6784.5,274323.0,51666.0,156086.66666666666,91422.78853886607,0,0,0,0,0,0,103.71428571428571,422.3333333333333,0,7,9,726,3801
129.226.107.29,169.231.122.194,80,65204,6,2022-12-05 12:22:29,25651685.0,32.12264613416234,0.46780552622566507,0.23390276311283253,0.23390276311283253,6,6,402,422,93,54,67.0,18.384776310850235,103,54,70.33333333333333,23.098821518760552,103,54,68.66666666666667,20.94171806599343,438.5555555555556,120,120,20,2,-4768577.0,23811902.0,-25651685.0,14275153.231070966,25456519.0,23811902.0,2.0,5091303.8,9367524.14737308,25456354.0,23812644.0,198383.0,5091270.8,9362520.286787536,2,2,0,0,0,0,0,4,12,0,0,1.0,68.66666666666667,53,4096,0,0,0,0,22974630.0,837272.0,11905951.0,11068679.0,0,0,0,0,0,0,67.0,70.33333333333333,0,6,6,402,422
35.190.43.134,169.231.122.195,443,64272,6,2022-12-05 12:22:34,304363.0,40359.7020662827,105.13761528175239,52.568807640876194,52.568807640876194,16,16,9291,2993,1440,66,580.6875,567.4520595114182,1249,54,187.0625,301.3022711393825,1440,54,383.875,495.1036349846363,245127.609375,320,320,20,11,-68609.3870967742,153361.0,-301723.0,127926.67941837407,299370.0,153361.0,1.0,19958.0,39149.9283813734,304363.0,220723.0,2.0,20290.866666666665,54241.22790874934,9,5,0,0,2,2,2,14,29,0,0,1.0,383.875,65535,0,151487.0,36757.0,94122.0,57365.0,132304.0,6169.0,40043.6,47463.795400705145,3699.0,4.0,0,0,16012987.01298701298701298701,0,580.6875,187.0625,0,16,16,9291,2993
99.84.192.36,169.231.122.195,443,57930,6,2022-12-05 12:22:34,5845552.000000001,18444.451439316592,22.239131565333775,13.856689667631045,8.382441897702732,81,49,103762,4056,1440,66,1281.0123456790122,423.4868632016516,583,54,82.77551020408163,79.31756510977738,1440,54,829.3692307692307,671.7950252691154,451308.55597633135,1620,980,20,75,-2169.31007751938,5533751.0,-311801.0,495457.9341805851,309347.0,101373.0,1.0,3866.8375,14556.912201290965,5845552.0,5536470.0,1.0,121782.33333333333,790152.5408438111,13,4,0,0,0,2,1,17,128,0,0,0.6049382716049383,829.3692307692307,65535,0,32832.0,3509.0,17898.666666666668,11977.235694804076,5432378.0,5435.0,1117489.4,2157531.3098550015,46410.0,34.0,0,0,22205741.62679425837320574163,0,1281.0123456790122,82.77551020408163,0,81,49,103762,4056
35.190.43.134,169.231.122.195,443,55838,17,2022-12-05 12:22:34,30722120.0,453.6796288797778,1.1717941339985651,0.5207973928882512,0.650996741110314,16,20,5364,8574,1292,67,335.25,464.21903504703465,1292,75,428.7,507.86593703456816,1292,67,387.1666666666667,491.14862538973097,241226.97222222228,128,160,8,16,-13135858.628571428,30428286.0,-30722120.0,16823976.489382576,30717993.0,30428286.0,2.0,2047866.2,7585019.239153682,30694277.0,30454545.0,1.0,1615488.2631578948,6797457.742966501,0,0,0,0,0,0,0,0,0,0,0,1.25,387.1666666666667,0,0,69526.0,5972.0,37749.0,31777.0,30396301.0,11686.0,6100756.8,12147776.066551546,0,0,0,0,0,0,335.25,428.7,0,16,20,5364,8574
117.135.154.112,169.231.122.194,443,55277,6,2022-12-05 12:22:55,260610.99999999997,2068.2166140339436,26.85995602641485,11.511409725606365,15.348546300808486,3,4,198,341,66,66,66.0,0.0,112,66,85.25,19.967160539245434,112,66,77.0,17.84856937044055,318.57142857142856,60,80,20,0,-87021.0,64874.0,-195737.0,110808.63238033398,108.0,56.0,52.0,54.0,2.0,260610.99999999997,260558.99999999997,1.0,86870.33333333333,122816.43571154834,0,2,0,0,2,0,0,2,7,0,0,1.3333333333333333,77.0,501,2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,85.25,0,3,4,198,341
117.135.154.116,169.231.122.194,443,55287,6,2022-12-05 12:22:58,17132498.0,3421.509227667792,8.755290676234136,4.260908129100613,4.494382547133523,73,77,31987,26632,1440,66,438.17808219178085,555.6170787059615,1440,54,345.87012987012986,422.47681410750187,1440,54,390.79333333333335,493.95430688363166,243990.85728888895,1460,1540,20,30,-5228306.516778523,1644493.0,-17132498.0,6534083.7614433365,16939582.0,1644493.0,1.0,235271.97222222222,375981.15884387423,16939601.0,1643550.0,2.0,222889.48684210525,329282.3653285754,15,36,0,0,0,2,0,51,149,0,0,1.0547945205479452,390.79333333333335,65160,2048,1610631.0,48350.0,598303.7058823529,486208.69697629235,1454391.0,5337.0,368511.86666666664,348206.9820638995,0,0,0,0,0,0,438.17808219178085,345.87012987012986,0,73,77,31987,26632
44.235.85.225,169.231.122.194,443,55232,6,2022-12-05 12:22:59,39365.0,19052.45776705195,254.03277022735935,101.61310809094374,152.4196621364156,4,6,327,423,105,66,81.75,16.618889854620253,105,54,70.5,20.03122562401013,105,54,75.0,19.53458471531965,381.6,80,120,20,2,-5912.111111111111,35966.0,-31197.0,20656.15184364344,36961.0,35966.0,46.0,12320.333333333334,16724.074789223934,33601.0,31753.000000000004,53.0,6720.2,12521.639435792744,2,2,0,0,1,0,3,4,7,0,0,1.5,75.0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.75,70.5,0,4,6,327,423
112.13.104.7,169.231.122.194,443,55288,6,2022-12-05 12:23:00,15630423.0,1477393.7340019525,1119.8033476125374,1021.7893655213297,98.01398209120764,15971,1532,22979251,113038,1440,66,1438.8110324963998,37.47481837383149,891,54,73.7845953002611,70.92047230481509,1440,54,1319.3332000228531,387.99114521495176,150537.12876520978,319420,30640,20,15963,-645242.4793166495,1153380.0,-15630423.0,2241472.089196697,15433035.0,1153380.0,0.0,966.3766437069505,16716.65320138714,15433380.0,949453.0,1.0,10080.587851077727,53877.46634184534,20,13,0,0,0,2,0,33,17502,0,0,0.09592386199987478,1319.3332000228531,28960,48420,831927.0,5426.0,126529.46875,131413.58313890264,1151164.0,5529.0,111461.03614457832,172095.66786756087,28905.66176470588,21.040106951871657,0,0,37433880.43421804394120396821,0,1438.8110324963998,73.7845953002611,0,15971,1532,22979251,113038
112.13.104.7,169.231.122.194,443,55289,6,2022-12-05 12:23:01,4578527.0,3159.53143882301,6.989147382990206,3.494573691495103,3.494573691495103,16,16,9467,4999,1440,66,591.6875,545.7283800974162,891,54,312.4375,356.56783519233755,1440,54,452.0625,481.6380213331896,231975.18359375,320,320,20,11,-1492790.1290322582,951388.0,-4578527.0,1916937.543863376,4358437.0,951388.0,1.0,290562.4666666667,308483.9442665516,3630552.0,687003.0,959.0,242036.8,184592.0041154546,7,6,0,0,0,2,0,13,31,0,0,1.0,452.0625,28960,2039,453301.0,99381.0,309479.3333333333,151897.52907433646,483911.0,79767.0,268546.5714285714,150110.1473650572,6104.0,5.0,0,0,45894736.84210526315789473684,0,591.6875,312.4375,0,16,16,9467,4999
112.13.104.7,169.231.122.194,443,55290,6,2022-12-05 12:23:03,3250211.0,3049.0328166386735,7.999480649102473,4.307412657209024,3.6920679918934494,14,12,6837,3073,1440,66,488.35714285714283,545.743739855838,891,54,256.0833333333333,317.7088442618842,1440,54,381.15384615384613,469.434249701595,220368.51479289943,280,240,20,8,-925097.2,950496.0,-3250211.0,1392671.0222745643,3047232.0,950496.0,1.0,234402.46153846153,306424.8483227709,3047401.0,742389.0,961.0,277036.45454545453,235537.33691222392,5,4,0,0,0,2,0,9,25,0,0,0.8571428571428571,381.15384615384613,28960,2048,809609.0,152611.0,388810.3333333333,298294.3494842338,832104.0,54078.0,408276.2,312859.4096468252,4730.0,4.0,0,0,38770491.80327868852459016393,0,488.35714285714283,256.0833333333333,0,14,12,6837,3073
112.13.104.7,169.231.122.194,443,55291,6,2022-12-05 12:23:03,1589462.0,4987.851235197822,10.695442860540233,6.291436976788373,4.404005883751861,10,7,6823,1105,1440,66,682.3,642.2644393082961,583,54,157.85714285714286,179.0406406948103,1440,54,466.3529411764706,567.8620318327612,322467.28719723184,200,140,20,7,-386898.125,938488.0,-1589462.0,702849.7635655215,1378784.0,938488.0,1.0,153198.22222222222,291553.19656426256,1377757.0,720588.0,1927.0,229626.16666666666,239556.83893905478,3,2,0,0,0,2,0,5,16,0,0,0.7,466.3529411764706,28960,2048,0,0,0,0,716659.0,215125.0,383481.0,235596.8407428249,6104.0,5.0,0,0,52170940.17094017094017094017,0,682.3,157.85714285714286,0,10,7,6823,1105
49.51.224.103,169.231.122.194,443,65122,6,2022-12-05 12:23:07,3526.0,30629.608621667612,567.2149744753261,283.60748723766307,283.60748723766307,1,1,54,54,54,54,54.0,0.0,54,54,54.0,0.0,54,54,54.0,0.0,0.0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1.0,54.0,2037,4269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,54.0,0,1,1,54,54
184.28.81.35,169.231.122.195,443,57931,6,2022-12-05 12:23:15,5583814.0,2090672.611945885,2024.601822338638,1440.950576075779,583.651246262859,8046,3259,11457297,216630,1440,66,1423.9742729306488,108.60988259077935,583,54,66.47131021785823,14.237520361365943,1440,54,1032.633967271119,621.733348327495,386552.35642251826,160920,65180,20,8041,-972389.8747346072,380146.0,-5583814.0,1708258.008345236,5573610.0,380146.0,1.0,692.8042262274705,6903.989583161844,5581171.0,351685.0,1.0,1713.0666052793124,7466.596732574743,682,4,0,0,0,1,0,686,11304,0,0,0.40504598558289834,1032.633967271119,506,8746,226073.0,600.0,29010.314285714285,33751.51508960866,360481.0,5639.0,25854.064516129034,45600.71401105929,45866.252100840335,33.747899159663866,0,0,34539698.20944353213287897053,0,1423.9742729306488,66.47131021785823,0,8046,3259,11457297,216630
17.138.128.4,169.231.122.194,443,55292,6,2022-12-05 12:23:16,148414.0,73166.95190480683,202.1372646785344,101.0686323392672,101.0686323392672,15,15,6201,4658,1440,66,413.4,534.7245770799517,1440,66,310.53333333333336,382.92903897313516,1440,66,361.96666666666664,467.89731660791654,218927.89888888889,300,300,20,8,-29600.55172413793,32672.0,-140566.0,50145.90379158512,144714.0,32672.0,1.0,10336.714285714286,13521.15931435177,144266.0,30629.0,1.0,10304.714285714286,12682.430166114355,6,8,0,0,2,1,0,14,30,0,0,1.0,361.96666666666664,65535,2048,25241.0,9979.0,17610.0,7631.0,30430.0,5430.0,21114.333333333332,11155.564720005088,0,0,0,0,0,0,413.4,310.53333333333336,0,15,15,6201,4658
17.138.128.4,169.231.122.194,443,55293,6,2022-12-05 12:23:16,163738.00000000003,67143.85176318264,195.43416922156123,91.60976682260683,103.82440239895442,15,17,6206,4788,1440,66,413.73333333333335,534.745729815167,1440,66,281.6470588235294,366.8910627190504,1440,66,343.5625,458.14428250688667,209896.18359375,300,340,20,8,-34396.87096774193,29708.0,-160882.0,52456.62369673414,138308.0,29708.0,1.0,9879.142857142857,13077.089113938071,163738.0,28547.0,1.0,10233.625,12272.801411429054,6,8,0,0,1,2,0,14,31,0,0,1.1333333333333333,343.5625,65535,2048,26625.0,8948.0,17786.5,8838.5,28328.0,9479.0,21760.333333333332,8691.209748296775,0,0,0,0,0,0,413.73333333333335,281.6470588235294,0,15,17,6206,4788
44.235.85.225,169.231.122.194,443,55294,6,2022-12-05 12:23:16,133325.0,45460.34127132946,150.0093755859741,82.50515657228577,67.50421901368836,11,9,4763,1298,1440,66,433.0,575.6457243826276,583,66,144.22222222222223,157.69927624562857,1440,66,303.05,462.69120101856265,214083.14749999996,220,180,20,6,-26099.842105263157,36778.0,-133325.0,46876.41161749654,104355.0,36778.0,2.0,10435.5,15023.550567359236,107163.0,34180.0,51.0,13395.375,14756.935182631081,5,4,0,0,0,2,0,9,19,0,0,0.8181818181818182,303.05,62643,2046,34110.0,31281.999999999996,32696.0,1414.0000000000018,34846.0,26987.0,31682.333333333332,3386.293188067973,0,0,0,0,0,0,433.0,144.22222222222223,0,11,9,4763,1298
169.231.122.195,142.250.176.10,54429,443,17,2022-12-05 12:22:02,0.0,0,0,0,0,1,0,72,0,72,72,72.0,0.0,0,0,0,0.0,72,72,72.0,0.0,0.0,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,0,0,1,0,72,0
169.231.122.195,142.250.176.10,57923,443,6,2022-12-05 12:22:17,9500.0,13894.736842105263,210.5263157894737,210.5263157894737,0.0,2,0,132,0,78,54,66.0,12.0,0,0,0,0.0,78,54,66.0,12.0,144.0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,66.0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,0,0,2,0,132,0
169.231.122.195,185.151.204.9,57929,443,6,2022-12-05 12:22:22,153981.0,857.2486215831823,12.988615478533065,12.988615478533065,0.0,2,0,132,0,78,54,66.0,12.0,0,0,0,0.0,78,54,66.0,12.0,144.0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,66.0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,0,0,2,0,132,0
