flow_a,flow_b,ip_a,ip_b,protocol,flow_duration,tot_fwd_pkts,tot_bwd_pkts,flow_byts_s,flow_pkts_s,fwd_pkts_s,pkt_len_mean,pkt_len_std,pkt_len_max,pkt_len_min,flow_iat_mean,flow_iat_std,fwd_iat_mean,bwd_iat_mean,down_up_ratio,fwd_pkt_len_mean,fwd_pkt_len_max,bwd_pkt_len_mean,bwd_pkt_len_max,syn_flag_cnt,ack_flag_cnt,fin_flag_cnt,rst_flag_cnt,psh_flag_cnt,urg_flag_cnt,init_fwd_win_byts,init_bwd_win_byts,ip_version,ip_ttl_mean,ip_ttl_std,ip_len_mean,ip_len_std,ip_flag_df_rate,ip_flag_mf_rate,tcp_win_size_mean,tcp_win_size_std,tcp_seq_mean_delta,tcp_ack_mean_delta,label
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-107778,s2-2022-04-29-1215-ens4f1-2022-04-29-1215-350483,169.231.9.28,169.231.9.28,0.0,7.978534,4.0,0.0,23.851119,0.338401,0.338401,2.248868,0.21746,0.0,0.0,0.285891,1.110367,0.285891,0.0,0.0,2.248868,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,36575.0,0.0,0.0,73.333333,0.471405,152.375,109.733934,0.833333,0.0,3635.875,11097.942271,175.218182,51328571.775758,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-107778,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-740852,169.231.9.28,169.231.9.28,0.0,10.020113,4.0,0.0,7208.996061,86.946205,86.946205,6.131221,1.087789,0.0,6.0,0.839024,2.719918,0.839024,0.0,0.0,6.131221,0.0,0.0,0.0,0.0,6.0,1.0,2.0,5.0,0.0,375.0,0.0,0.0,68.333333,0.471405,24.1875,9.805466,0.833333,0.0,1112.125,2403.354887,581.915151,205741720.642424,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-107778,s3-2022-04-29-1215-ens4f2-2022-04-29-1215-150320,169.231.9.28,169.231.9.28,0.0,9.331286,10.0,0.0,2020.288591,24.818119,24.818119,4.481605,1.009204,0.0,6.0,0.810998,2.690372,0.810998,0.0,0.0,4.481605,0.0,0.0,0.0,0.0,12.0,0.0,2.0,8.0,0.0,375.0,0.0,0.0,68.333333,0.471405,178.431818,116.232222,0.833333,0.0,2213.681818,4586.388865,224.961039,205741772.909091,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-350483,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-740852,169.231.9.28,169.231.9.28,0.0,17.998647,0.0,0.0,7232.84718,87.284606,87.284606,3.882353,1.305249,0.0,6.0,1.124915,3.830285,1.124915,0.0,0.0,3.882353,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,36200.0,0.0,0.0,5.0,0.0,128.1875,99.928468,0.0,0.0,2523.75,8694.587384,757.133333,154413148.866666,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-350483,s3-2022-04-29-1215-ens4f2-2022-04-29-1215-150320,169.231.9.28,169.231.9.28,0.0,17.30982,6.0,0.0,2044.13971,25.15652,25.15652,2.232737,1.226664,0.0,6.0,1.096889,3.800739,1.096889,0.0,0.0,2.232737,0.0,0.0,0.0,0.0,8.0,0.0,2.0,4.0,0.0,36200.0,0.0,0.0,5.0,0.0,26.056818,6.498288,0.0,0.0,1422.193182,6511.553406,49.742857,154413201.133333,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-740852,s3-2022-04-29-1215-ens4f2-2022-04-29-1215-150320,169.231.9.28,169.231.9.28,0.0,0.688827,6.0,0.0,5188.70747,62.128086,62.128086,1.649616,0.078585,0.0,0.0,0.028026,0.029546,0.028026,0.0,0.0,1.649616,0.0,0.0,0.0,0.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,154.244318,106.426756,0.0,0.0,1101.556818,2183.033978,806.87619,52.266667,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-109750,s2-2022-04-29-1215-ens4f2-2022-04-29-1215-265864,169.231.163.35,169.231.163.35,11.0,30.209929,3.0,8.0,21997.569922,265.572152,140.503755,9.823529,3.184282,0.0,7.0,6.050781,12.097627,6.046783,0.004139,0.888889,12.222222,0.0,80.125,93.0,2.0,6.0,1.0,0.0,1.0,0.0,65535.0,0.0,0.0,30.6,32.510102,147.8875,141.781289,1.0,0.0,13315.8,26109.6,997.75,145.5,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-109750,s3-2022-04-29-1215-ens4f2-2022-04-29-1215-536867,169.231.163.35,169.231.163.35,0.0,0.048078,0.0,8.0,24252.20337,300.73057,425.798967,1.156862,1.507018,0.0,0.0,0.002012,0.003604,0.00601,0.004139,0.888889,3.555555,0.0,80.125,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,33.0,63.1875,18.103552,0.0,0.0,0.0,0.0,0.0,0.0,1
s2-2022-04-29-1215-ens4f2-2022-04-29-1215-265864,s3-2022-04-29-1215-ens4f2-2022-04-29-1215-536867,169.231.163.35,169.231.163.35,11.0,30.258007,3.0,0.0,46249.773292,566.302722,566.302722,8.666667,1.677264,0.0,7.0,6.052793,12.101231,6.052793,0.0,0.0,8.666667,0.0,0.0,0.0,2.0,6.0,1.0,0.0,1.0,0.0,65535.0,0.0,0.0,62.6,0.489898,84.7,123.677737,1.0,0.0,13315.8,26109.6,997.75,145.5,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-110809,s2-2022-04-29-1215-ens4f1-2022-04-29-1215-1725,169.231.64.250,169.231.64.250,0.0,120.183866,86.0,0.0,23130.776946,256.75442,256.75442,2.9,7.86702,0.0,26.0,1.042075,0.087949,1.042075,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,796.817144,478.006681,1.0,0.0,0.0,0.0,0.0,0.0,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-110809,s2-2022-04-29-1215-ens4f3-2022-04-29-1215-162455,169.231.64.250,169.231.64.250,11.0,28.263835,24.0,0.0,23206.182062,257.507259,257.507259,22.6,3.848355,0.0,7.0,5.672034,11.307561,5.672034,0.0,0.0,22.6,0.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,0.0,64240.0,0.0,0.0,66.0,0.0,879.282759,389.686369,0.0,0.0,13155.8,25542.872762,58.75,60698583.5,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-110809,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-197054,169.231.64.250,169.231.64.250,11.0,0.192911,27.0,2.0,15645.699146,241.554027,248.019886,378.5,480.127898,1347.0,80.0,0.073315,0.061915,0.074469,0.0,0.666667,112.233333,137.0,868.0,1440.0,0.0,5.0,0.0,0.0,4.0,0.0,514.0,121.0,0.0,27.5,38.5,454.232759,46.836695,0.0,0.0,317.5,196.5,1682976605.666667,1682975502.666667,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-1725,s2-2022-04-29-1215-ens4f3-2022-04-29-1215-162455,169.231.64.250,169.231.64.250,11.0,91.920031,110.0,0.0,75.405116,0.752839,0.752839,25.5,11.715375,0.0,33.0,4.629959,11.219612,4.629959,0.0,0.0,25.5,0.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,0.0,64240.0,0.0,0.0,0.0,0.0,82.465615,88.320312,1.0,0.0,13155.8,25542.872762,58.75,60698583.5,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-1725,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-197054,169.231.64.250,169.231.64.250,11.0,119.990955,113.0,2.0,7485.0778,15.200393,8.734534,375.6,487.994918,1347.0,54.0,0.96876,0.026034,0.967606,0.0,0.666667,109.333333,137.0,868.0,1440.0,0.0,5.0,0.0,0.0,4.0,0.0,514.0,121.0,0.0,38.5,38.5,342.584385,524.843376,1.0,0.0,317.5,196.5,1682976605.666667,1682975502.666667,1
s2-2022-04-29-1215-ens4f3-2022-04-29-1215-162455,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-197054,169.231.64.250,169.231.64.250,0.0,28.070924,3.0,2.0,7560.482916,15.953232,9.487373,401.1,476.279543,1347.0,87.0,5.598719,11.245646,5.597565,0.0,0.666667,134.833333,137.0,868.0,1440.0,2.0,1.0,0.0,1.0,3.0,0.0,63726.0,121.0,0.0,38.5,38.5,425.05,436.523064,0.0,0.0,12838.3,25346.372762,1682976546.916667,1622276919.166667,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-112303,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-505238,169.231.74.35,169.231.74.35,11.0,0.732982,6.0,0.0,705.337921,10.91432,10.91432,28.375,10.757991,0.0,33.0,0.104712,0.120282,0.104712,0.0,0.0,28.375,0.0,0.0,0.0,2.0,8.0,1.0,0.0,1.0,0.0,65535.0,0.0,0.0,0.0,0.0,36.857143,131.834776,1.0,0.0,56172.857143,22932.472899,63.166667,147.166667,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-112303,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-111145,169.231.74.35,169.231.74.35,11.0,7.009203,6.0,0.0,89.025814,1.141357,1.141357,15.0,0.0,15.0,15.0,1.001315,0.535142,1.001315,0.0,0.0,15.0,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,65535.0,0.0,0.0,0.0,0.0,68.0,0.0,1.0,0.0,65535.0,0.0,0.0,0.0,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-505238,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-111145,169.231.74.35,169.231.74.35,0.0,6.276221,0.0,0.0,616.312107,9.772963,9.772963,13.375,10.757991,15.0,18.0,0.896603,0.41486,0.896603,0.0,0.0,13.375,15.0,0.0,0.0,6.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.142857,131.834776,0.0,0.0,9362.142857,22932.472899,63.166667,147.166667,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-112571,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-28787,169.231.171.26,169.231.171.26,0.0,36.289097,3.0,2.0,4290.321648,59.70342,59.758381,11.833333,9.633564,33.0,6.0,9.077288,15.632663,18.138211,0.0,0.666667,11.833333,33.0,60.0,60.0,2.0,1.0,0.0,1.0,1.0,0.0,62.0,2049.0,0.0,159.5,23.5,21.8,17.66805,0.25,0.0,1907.95,1444.759329,1815335006.833333,1815334888.166667,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-112571,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-734392,169.231.171.26,169.231.171.26,0.0,5.98874,795.0,0.0,7820.489413,71.707742,71.707742,20.292759,4.922398,0.0,0.0,0.012442,0.040841,0.012442,0.0,0.0,20.292759,0.0,0.0,0.0,0.0,795.0,1.0,0.0,760.0,0.0,61377.0,0.0,0.0,6.0,0.0,127.31125,188.865347,0.0,0.0,11978.7825,1483.33244,128.985607,21.590113,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-28787,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-734392,169.231.171.26,169.231.171.26,0.0,30.300357,798.0,2.0,12110.811061,131.411162,131.466123,32.126092,4.711166,33.0,6.0,9.08973,15.591822,18.150653,0.0,0.666667,32.126092,33.0,60.0,60.0,2.0,796.0,1.0,1.0,761.0,0.0,61439.0,2049.0,0.0,153.5,23.5,149.11125,206.533397,0.25,0.0,13886.7325,38.573111,1815334877.847726,1815334909.75678,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-112646,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-243834,169.231.145.108,169.231.145.108,0.0,67.690812,0.0,1.0,38.75605,0.09607,0.079418,194.466667,410.35788,1347.0,0.0,9.295397,6.35407,8.461351,0.0,0.111111,160.0,1347.0,571.0,571.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,514.0,0.0,0.111111,0.484409,521.75,574.399321,0.111111,0.0,1823.861111,2468.321709,381304260.056818,381305098.954545,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-112646,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-35214,169.231.145.108,169.231.145.108,11.0,115.464608,11.0,0.0,134.361195,1.55854,1.55854,19.016667,1.291753,0.0,15.0,15.32158,17.997432,15.32158,0.0,0.0,19.016667,0.0,0.0,0.0,2.0,9.0,0.0,0.0,1.0,0.0,65535.0,0.0,0.0,2.333333,0.471405,457.434211,537.873633,1.0,0.0,5717.916667,18035.530394,1616.818182,233.545455,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-112646,s3-2022-04-29-1215-ens4f2-2022-04-29-1215-194359,169.231.145.108,169.231.145.108,0.0,107.312662,3.0,0.0,36.590463,0.516933,0.516933,3.916667,3.542879,0.0,0.0,14.110541,14.853727,14.110541,0.0,0.0,3.916667,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1295.0,0.0,0.0,2.333333,0.471405,214.022727,436.121147,1.0,0.0,588.265151,284.75152,1159.718182,63611899.954545,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-112646,s3-2022-04-29-1215-ens4f2-2022-04-29-1215-8242,169.231.145.108,169.231.145.108,11.0,127.72559,0.0,0.0,44396.754143,544.36122,544.36122,15.222223,2.955319,0.0,7.0,15.965699,20.697483,15.965699,0.0,0.0,15.222223,0.0,0.0,0.0,2.0,9.0,0.0,0.0,1.0,0.0,65535.0,0.0,0.0,62.666667,0.471405,304.5,382.361829,1.0,0.0,5717.916667,18035.530394,1616.818182,233.545455,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-112646,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-196119,169.231.145.108,169.231.145.108,0.0,119.92387,5.0,0.0,124.38352,1.720228,1.720228,5.738096,5.77026,0.0,0.0,15.366361,19.364569,15.366361,0.0,0.0,5.738096,0.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,23195.0,0.0,0.0,65.666667,0.471405,314.75,497.991639,1.0,0.0,2447.147436,6757.214561,629.068182,837.037878,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-112646,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-240722,169.231.145.108,169.231.145.108,0.0,37.030154,1.0,0.0,3.164518,0.039785,0.039785,4.766667,4.671949,0.0,0.0,5.888658,1.99823,5.888658,0.0,0.0,4.766667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1295.0,0.0,0.0,2.333333,0.471405,314.861111,523.781693,1.0,0.0,1876.083333,1991.85499,880.943182,303134620.454545,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-112646,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-24703,169.231.145.108,169.231.145.108,0.0,63.982239,7.0,0.0,12.641485,0.180487,0.180487,2.666667,4.147854,0.0,0.0,11.717106,9.195956,11.717106,0.0,0.0,2.666667,0.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,0.0,1295.0,0.0,0.0,2.333333,0.471405,237.35,462.93236,1.0,0.0,990.516667,2129.606521,801.603896,40416481.597402,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-243834,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-35214,169.231.145.108,169.231.145.108,11.0,47.773796,11.0,1.0,95.605145,1.46247,1.479122,175.45,411.649633,1347.0,15.0,6.026183,11.643362,6.860229,0.0,0.111111,140.983333,1347.0,571.0,571.0,2.0,10.0,1.0,0.0,2.0,0.0,65535.0,514.0,0.0,2.444444,0.955814,64.315789,36.525688,0.888889,0.0,7541.777778,20503.852103,381305876.875,381305332.5,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-243834,s3-2022-04-29-1215-ens4f2-2022-04-29-1215-194359,169.231.145.108,169.231.145.108,0.0,39.62185,3.0,1.0,2.165587,0.420863,0.437515,190.55,406.815001,1347.0,0.0,4.815144,8.499657,5.64919,0.0,0.111111,156.083333,1347.0,571.0,571.0,0.0,0.0,0.0,0.0,0.0,0.0,1295.0,514.0,0.0,2.444444,0.955814,307.727273,138.278174,0.888889,0.0,1235.59596,2183.570189,381305419.775,317693199.0,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-243834,s3-2022-04-29-1215-ens4f2-2022-04-29-1215-8242,169.231.145.108,169.231.145.108,11.0,60.034778,0.0,1.0,44357.998093,544.26515,544.281802,179.244444,407.402561,1347.0,7.0,6.670302,14.343413,7.504348,0.0,0.111111,144.777777,1347.0,571.0,571.0,2.0,10.0,1.0,0.0,2.0,0.0,65535.0,514.0,0.0,62.555556,0.955814,217.25,192.037492,0.888889,0.0,7541.777778,20503.852103,381305876.875,381305332.5,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-243834,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-196119,169.231.145.108,169.231.145.108,0.0,52.233058,5.0,1.0,85.62747,1.624158,1.64081,188.728571,404.58762,1347.0,0.0,6.070964,13.010499,6.90501,0.0,0.111111,154.261904,1347.0,571.0,571.0,0.0,4.0,0.0,0.0,2.0,0.0,23195.0,514.0,0.0,65.555556,0.955814,207.0,76.407682,0.888889,0.0,4271.008547,9225.53627,381304889.125,381304261.916667,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-243834,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-240722,169.231.145.108,169.231.145.108,0.0,30.660658,1.0,1.0,35.591532,0.056285,0.039633,189.7,405.685931,1347.0,0.0,3.406739,4.35584,2.572693,0.0,0.111111,155.233333,1347.0,571.0,571.0,0.0,2.0,1.0,0.0,1.0,0.0,1295.0,514.0,0.0,2.444444,0.955814,206.888889,50.617628,0.888889,0.0,52.222222,476.466719,381305141.0,78170478.5,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-243834,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-24703,169.231.145.108,169.231.145.108,0.0,3.708573,7.0,1.0,26.114565,0.084417,0.101069,191.8,406.210026,1347.0,0.0,2.421709,2.841886,3.255755,0.0,0.111111,157.333333,1347.0,571.0,571.0,0.0,4.0,0.0,1.0,1.0,0.0,1295.0,514.0,0.0,2.444444,0.955814,284.4,111.466961,0.888889,0.0,2814.377778,4597.92823,381305061.660714,340888617.357143,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-35214,s3-2022-04-29-1215-ens4f2-2022-04-29-1215-194359,169.231.145.108,169.231.145.108,11.0,8.151946,8.0,0.0,97.770732,1.041607,1.041607,15.1,4.834632,0.0,15.0,1.211039,3.143705,1.211039,0.0,0.0,15.1,0.0,0.0,0.0,2.0,10.0,1.0,0.0,2.0,0.0,64240.0,0.0,0.0,0.0,0.0,243.411484,101.752486,0.0,0.0,6306.181818,18320.281914,457.1,63612133.5,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-35214,s3-2022-04-29-1215-ens4f2-2022-04-29-1215-8242,169.231.145.108,169.231.145.108,0.0,12.260982,11.0,0.0,44262.392948,542.80268,542.80268,3.794444,4.247072,0.0,8.0,0.644119,2.700051,0.644119,0.0,0.0,3.794444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,152.934211,155.511804,0.0,0.0,0.0,0.0,0.0,0.0,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-35214,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-196119,169.231.145.108,169.231.145.108,11.0,4.459262,6.0,0.0,9.977675,0.161688,0.161688,13.278571,7.062013,0.0,15.0,0.044781,1.367137,0.044781,0.0,0.0,13.278571,0.0,0.0,0.0,2.0,14.0,1.0,0.0,4.0,0.0,42340.0,0.0,0.0,68.0,0.0,142.684211,39.881994,0.0,0.0,3270.769231,11278.315833,987.75,1070.583333,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-35214,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-240722,169.231.145.108,169.231.145.108,11.0,78.434454,10.0,0.0,131.196677,1.518755,1.518755,14.25,5.963702,0.0,15.0,9.432922,15.999202,9.432922,0.0,0.0,14.25,0.0,0.0,0.0,2.0,8.0,0.0,0.0,1.0,0.0,64240.0,0.0,0.0,0.0,0.0,142.5731,14.09194,0.0,0.0,7594.0,20027.385384,735.875,303134854.0,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-35214,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-24703,169.231.145.108,169.231.145.108,11.0,51.482369,4.0,0.0,121.71971,1.378053,1.378053,16.35,5.439607,0.0,15.0,3.604474,8.801476,3.604474,0.0,0.0,16.35,0.0,0.0,0.0,2.0,14.0,1.0,1.0,3.0,0.0,64240.0,0.0,0.0,0.0,0.0,220.084211,74.941273,0.0,0.0,4727.4,15905.923873,815.214286,40416715.142857,1
s3-2022-04-29-1215-ens4f2-2022-04-29-1215-194359,s3-2022-04-29-1215-ens4f2-2022-04-29-1215-8242,169.231.145.108,169.231.145.108,11.0,20.412928,3.0,0.0,44360.16368,543.844287,543.844287,11.305556,0.58756,0.0,7.0,1.855158,5.843756,1.855158,0.0,0.0,11.305556,0.0,0.0,0.0,2.0,10.0,1.0,0.0,2.0,0.0,64240.0,0.0,0.0,65.0,0.0,90.477273,53.759318,0.0,0.0,6306.181818,18320.281914,457.1,63612133.5,1
s3-2022-04-29-1215-ens4f2-2022-04-29-1215-194359,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-196119,169.231.145.108,169.231.145.108,0.0,12.611208,2.0,0.0,87.793057,1.203295,1.203295,1.821429,2.227381,0.0,0.0,1.25582,4.510842,1.25582,0.0,0.0,1.821429,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,21900.0,0.0,0.0,68.0,0.0,100.727273,61.870492,0.0,0.0,3035.412587,7041.966081,530.65,63611062.916667,1
s3-2022-04-29-1215-ens4f2-2022-04-29-1215-194359,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-240722,169.231.145.108,169.231.145.108,0.0,70.282508,2.0,0.0,33.425945,0.477148,0.477148,0.85,1.12907,0.0,0.0,8.221883,12.855497,8.221883,0.0,0.0,0.85,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.838384,87.660546,0.0,0.0,1287.818182,1707.10347,278.775,239522720.5,1
s3-2022-04-29-1215-ens4f2-2022-04-29-1215-194359,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-24703,169.231.145.108,169.231.145.108,0.0,43.330423,4.0,0.0,23.948978,0.336446,0.336446,1.25,0.604975,0.0,0.0,2.393435,5.657771,2.393435,0.0,0.0,1.25,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.327273,26.811213,0.0,0.0,1578.781818,2414.358041,358.114286,23195418.357143,1
s3-2022-04-29-1215-ens4f2-2022-04-29-1215-8242,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-196119,169.231.145.108,169.231.145.108,11.0,7.80172,5.0,0.0,44272.370623,542.640992,542.640992,9.484127,2.814941,0.0,7.0,0.599338,1.332914,0.599338,0.0,0.0,9.484127,0.0,0.0,0.0,2.0,14.0,1.0,0.0,4.0,0.0,42340.0,0.0,0.0,3.0,0.0,10.25,115.62981,0.0,0.0,3270.769231,11278.315833,987.75,1070.583333,1
s3-2022-04-29-1215-ens4f2-2022-04-29-1215-8242,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-240722,169.231.145.108,169.231.145.108,11.0,90.695436,1.0,0.0,44393.589625,544.321435,544.321435,10.455556,1.71663,0.0,7.0,10.077041,18.699253,10.077041,0.0,0.0,10.455556,0.0,0.0,0.0,2.0,8.0,0.0,0.0,1.0,0.0,64240.0,0.0,0.0,65.0,0.0,10.361111,141.419864,0.0,0.0,7594.0,20027.385384,735.875,303134854.0,1
s3-2022-04-29-1215-ens4f2-2022-04-29-1215-8242,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-24703,169.231.145.108,169.231.145.108,11.0,63.743351,7.0,0.0,44384.112658,544.180733,544.180733,12.555556,1.192535,0.0,7.0,4.248593,11.501527,4.248593,0.0,0.0,12.555556,0.0,0.0,0.0,2.0,14.0,1.0,1.0,3.0,0.0,64240.0,0.0,0.0,65.0,0.0,67.15,80.570531,0.0,0.0,4727.4,15905.923873,815.214286,40416715.142857,1
s3-2022-04-29-1215-ens4f3-2022-04-29-1215-196119,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-240722,169.231.145.108,169.231.145.108,0.0,82.893716,4.0,0.0,121.219002,1.680443,1.680443,0.971429,1.098311,0.0,0.0,9.477703,17.366339,9.477703,0.0,0.0,0.971429,0.0,0.0,0.0,0.0,6.0,1.0,0.0,3.0,0.0,21900.0,0.0,0.0,68.0,0.0,0.111111,25.790054,0.0,0.0,4323.230769,8749.069551,251.875,303133783.416667,1
s3-2022-04-29-1215-ens4f3-2022-04-29-1215-196119,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-24703,169.231.145.108,169.231.145.108,0.0,55.941631,2.0,0.0,111.742035,1.539741,1.539741,3.071429,1.622406,0.0,0.0,3.649255,10.168613,3.649255,0.0,0.0,3.071429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,21900.0,0.0,0.0,68.0,0.0,77.4,35.059279,0.0,0.0,1456.630769,4627.60804,172.535714,40415644.559524,1
s3-2022-04-29-1215-ens4f3-2022-04-29-1215-240722,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-24703,169.231.145.108,169.231.145.108,0.0,26.952085,6.0,0.0,9.476967,0.140702,0.140702,2.1,0.524095,0.0,0.0,5.828448,7.197726,5.828448,0.0,0.0,2.1,0.0,0.0,0.0,0.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,77.511111,60.849333,0.0,0.0,2866.6,4121.461511,79.339286,262718138.857143,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-113774,s2-2022-04-29-1215-ens4f1-2022-04-29-1215-321160,169.231.185.152,169.231.185.152,0.0,2.914379,5.0,0.0,1250.376172,19.393173,19.393173,1.039773,2.542477,15.0,0.0,0.315221,0.605215,0.315221,0.0,0.0,1.039773,15.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,57343.0,0.0,0.0,16.466667,1.995551,29.266667,105.030517,0.0,0.0,8000.066667,16899.730349,171.198413,295165684.293651,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-113774,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-198811,169.231.185.152,169.231.185.152,0.0,31.155379,582.0,0.0,202.362449,3.660865,3.660865,1.762751,8.160138,0.0,0.0,0.005817,1.164563,0.005817,0.0,0.0,1.762751,0.0,0.0,0.0,0.0,580.0,1.0,0.0,0.0,0.0,57343.0,0.0,0.0,16.466667,1.995551,18.480737,83.269955,0.0,0.0,9899.078057,2305.292253,31.162512,3529888.041228,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-321160,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-198811,169.231.185.152,169.231.185.152,0.0,28.241,587.0,0.0,1048.013723,15.732308,15.732308,2.802524,5.617661,15.0,0.0,0.309404,0.559348,0.309404,0.0,0.0,2.802524,15.0,0.0,0.0,0.0,588.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.78593,21.760562,0.0,0.0,1899.01139,14594.438096,202.360925,291635796.252423,1
