flow_a,flow_b,ip_a,ip_b,protocol,flow_duration,tot_fwd_pkts,tot_bwd_pkts,flow_byts_s,flow_pkts_s,fwd_pkts_s,pkt_len_mean,pkt_len_std,pkt_len_max,pkt_len_min,flow_iat_mean,flow_iat_std,fwd_iat_mean,bwd_iat_mean,down_up_ratio,fwd_pkt_len_mean,fwd_pkt_len_max,bwd_pkt_len_mean,bwd_pkt_len_max,syn_flag_cnt,ack_flag_cnt,fin_flag_cnt,rst_flag_cnt,psh_flag_cnt,urg_flag_cnt,init_fwd_win_byts,init_bwd_win_byts,ip_version,ip_ttl_mean,ip_ttl_std,ip_len_mean,ip_len_std,ip_flag_df_rate,ip_flag_mf_rate,tcp_win_size_mean,tcp_win_size_std,tcp_seq_mean_delta,tcp_ack_mean_delta,label
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-21021,s2-2022-04-29-1215-ens4f1-2022-04-29-1215-272935,169.231.128.60,169.231.128.60,0.0,134.984747,3.0,0.0,10278.79276,156.626049,156.626049,5.625,10.652905,33.0,0.0,33.751658,19.483805,33.751658,0.0,0.0,5.625,33.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,63730.0,0.0,0.0,0.0,0.0,9.214286,19.193508,0.0,0.0,9032.428571,22327.969576,74.705129,239895527.448718,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-21021,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-741680,169.231.128.60,169.231.128.60,11.0,134.958083,4.0,0.0,9865.395344,115.749874,115.749874,25.222222,8.714965,33.0,15.0,33.749237,19.47913,33.749237,0.0,0.0,25.222222,33.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0,0.0,240.732143,401.231134,0.0,0.0,511.857143,2.166536,22.461538,48.384615,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-21021,s3-2022-04-29-1215-ens4f2-2022-04-29-1215-270610,169.231.128.60,169.231.128.60,0.0,112.310478,92.0,0.0,255.860382,4.231337,4.231337,0.463918,3.428389,33.0,0.0,33.522231,17.460817,33.522231,0.0,0.0,0.463918,33.0,0.0,0.0,2.0,90.0,1.0,0.0,1.0,0.0,63730.0,0.0,0.0,0.0,0.0,0.684524,5.306986,0.0,0.0,665.809524,6467.892399,4.482591,9397608.552227,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-272935,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-741680,169.231.128.60,169.231.128.60,11.0,0.026664,1.0,0.0,413.397416,40.876175,40.876175,19.597222,1.93794,0.0,15.0,0.002421,0.004675,0.002421,0.0,0.0,19.597222,0.0,0.0,0.0,2.0,6.0,1.0,1.0,1.0,0.0,64240.0,0.0,0.0,0.0,0.0,231.517857,382.037626,0.0,0.0,9544.285714,22330.136112,97.166667,239895575.833333,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-272935,s3-2022-04-29-1215-ens4f2-2022-04-29-1215-270610,169.231.128.60,169.231.128.60,0.0,22.674269,89.0,0.0,10022.932378,152.394712,152.394712,5.161082,7.224516,0.0,0.0,0.229427,2.022988,0.229427,0.0,0.0,5.161082,0.0,0.0,0.0,0.0,89.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.89881,13.886522,0.0,0.0,8366.619047,15860.077177,79.18772,230497918.896491,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-741680,s3-2022-04-29-1215-ens4f2-2022-04-29-1215-270610,169.231.128.60,169.231.128.60,11.0,22.647605,88.0,0.0,9609.534962,111.518537,111.518537,24.758304,5.286576,0.0,15.0,0.227006,2.018313,0.227006,0.0,0.0,24.758304,0.0,0.0,0.0,2.0,95.0,1.0,0.0,1.0,0.0,64240.0,0.0,0.0,0.0,0.0,241.416667,395.924148,0.0,0.0,1177.666667,6470.058935,17.978947,9397656.936842,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-210857,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-388619,169.231.85.134,169.231.85.134,0.0,16.687339,22.0,2.0,1386.357888,0.434045,0.140331,785.666667,399.027622,1347.0,511.0,0.110367,1.70223,0.353905,0.0,0.5,496.0,478.0,1440.0,1440.0,9.0,8.0,1.0,3.0,1.0,0.0,61439.0,11.0,0.0,1.6,1.959592,777.2,231.773489,0.0,0.0,19654.52,27790.538272,2868279149.375,2571421639.25,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-210857,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-612906,169.231.85.134,169.231.85.134,0.0,55.627485,9.0,0.0,62.431777,0.827322,0.827322,0.828571,1.42577,0.0,6.0,1.422544,10.287849,1.422544,0.0,0.0,0.828571,0.0,0.0,0.0,7.0,21.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,49.717647,143.397846,0.0,0.0,20063.137647,18741.040152,53.07197,296857008.083333,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-388619,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-612906,169.231.85.134,169.231.85.134,0.0,72.314824,31.0,2.0,1448.789665,1.261367,0.686991,786.495238,397.601852,1347.0,505.0,1.532911,11.990079,1.068639,0.0,0.5,496.828571,478.0,1440.0,1440.0,2.0,29.0,1.0,0.0,4.0,0.0,61439.0,11.0,0.0,1.4,1.959592,727.482353,88.375643,0.0,0.0,408.617647,9049.49812,2868279096.30303,2868278647.333333,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-212813,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-734683,169.231.46.19,169.231.46.19,0.0,125.247774,14.0,0.0,6132.818106,75.129065,75.129065,5.125,1.041363,0.0,0.0,13.938002,33.066031,13.938002,0.0,0.0,5.125,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,500.332016,377.257332,0.0,0.0,3012.296443,5304.30675,516.4,195679282.645455,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-212813,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-273917,169.231.46.19,169.231.46.19,11.0,118.052234,6.0,0.0,169.165246,2.049535,2.049535,5.8125,3.38832,0.0,9.0,13.450899,31.251384,13.450899,0.0,0.0,5.8125,0.0,0.0,0.0,2.0,8.0,0.0,0.0,3.0,0.0,65535.0,0.0,0.0,0.0,0.0,43.636364,92.031953,1.0,0.0,7816.818182,18252.095072,145.6,339404791.1,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-734683,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-273917,169.231.46.19,169.231.46.19,11.0,7.19554,8.0,0.0,5963.65286,73.07953,73.07953,0.6875,4.429683,0.0,9.0,0.487103,1.814647,0.487103,0.0,0.0,0.6875,0.0,0.0,0.0,2.0,22.0,0.0,0.0,4.0,0.0,65535.0,0.0,0.0,0.0,0.0,456.695652,285.225379,1.0,0.0,4804.521739,12947.788322,662.0,143725508.454545,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-214154,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-254802,169.231.79.116,169.231.79.116,0.0,0.167297,2.0,16.0,46951.508473,616.515484,283.833653,8.006061,1.532366,0.0,6.0,0.013882,0.039613,0.012379,0.002837,0.941176,9.007843,0.0,78.125,93.0,1.0,14.0,2.0,2.0,3.0,0.0,0.0,65535.0,0.0,63.357143,1.150073,229.857143,86.276386,1.0,0.0,132.040179,1171.016168,199505928.980149,382479439.903226,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-214154,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-694369,169.231.79.116,169.231.79.116,0.0,0.181041,3.0,0.0,32678.50998,454.376674,454.376674,11.4,1.0935,0.0,6.0,0.013364,0.038879,0.013364,0.0,0.0,11.4,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,61.857143,0.349927,424.563025,417.719467,1.0,0.0,488.777311,1759.867103,405.923077,167975568.0,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-214154,s3-2022-04-29-1215-ens4f1-2022-04-29-1215-175977,169.231.79.116,169.231.79.116,0.0,0.089515,6.0,18.0,17765.870509,240.187927,97.190056,8.605129,1.539566,0.0,6.0,0.012072,0.027726,0.009091,0.00701,0.857143,11.209524,0.0,79.5,93.0,1.0,19.0,2.0,3.0,4.0,0.0,0.0,65535.0,0.0,63.278196,1.147994,233.093985,79.119106,1.0,0.0,491.086466,2381.901393,217086530.10395,228268067.810811,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-214154,s3-2022-04-29-1215-ens4f2-2022-04-29-1215-578985,169.231.79.116,169.231.79.116,0.0,0.109106,7.0,0.0,4333.956731,44.987252,44.987252,20.566667,3.6511,15.0,6.0,0.030972,0.019039,0.030972,0.0,0.0,20.566667,15.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,61.857143,0.349927,471.428572,530.610741,1.0,0.0,60606.071429,16809.100688,262.089744,292547482.333333,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-214154,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-328380,169.231.79.116,169.231.79.116,0.0,0.023964,4.0,0.0,1645.355015,29.613753,29.613753,8.803509,0.840059,0.0,6.0,0.00475,0.009725,0.00475,0.0,0.0,8.803509,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,61.857143,0.349927,382.02381,335.242445,1.0,0.0,3942.515873,3234.63114,412.923077,272411420.294118,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-254802,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-694369,169.231.79.116,169.231.79.116,0.0,0.013744,1.0,16.0,14272.998493,162.13881,170.543021,3.393939,0.438866,0.0,0.0,0.000518,0.000734,0.000985,0.002837,0.941176,2.392157,0.0,78.125,93.0,1.0,16.0,1.0,1.0,5.0,0.0,0.0,65535.0,0.0,1.5,1.5,194.705882,331.443081,0.0,0.0,356.737132,588.850935,199506334.903226,214503871.903226,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-254802,s3-2022-04-29-1215-ens4f1-2022-04-29-1215-175977,169.231.79.116,169.231.79.116,0.0,0.077782,4.0,2.0,29185.637964,376.327557,186.643597,0.599068,0.0072,0.0,0.0,0.00181,0.011887,0.003288,0.004173,0.084033,2.201681,0.0,1.375,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.078947,0.002079,3.236842,7.15728,0.0,0.0,623.126645,1210.885225,17580601.123801,154211372.092415,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-254802,s3-2022-04-29-1215-ens4f2-2022-04-29-1215-578985,169.231.79.116,169.231.79.116,0.0,0.276403,9.0,16.0,51285.465204,661.502736,328.820905,12.560606,5.183466,15.0,0.0,0.044854,0.058652,0.043351,0.002837,0.941176,11.558824,15.0,78.125,93.0,1.0,23.0,2.0,2.0,10.0,0.0,0.0,65535.0,0.0,1.5,1.5,241.571429,444.334355,0.0,0.0,60474.03125,15638.08452,199506191.069893,89931957.569893,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-254802,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-328380,169.231.79.116,169.231.79.116,0.0,0.143333,2.0,16.0,45306.153458,586.901731,254.2199,0.797448,0.692307,0.0,0.0,0.009132,0.029888,0.007629,0.002837,0.941176,0.204334,0.0,78.125,93.0,0.0,15.0,1.0,0.0,4.0,0.0,0.0,65535.0,0.0,1.5,1.5,152.166667,248.966059,0.0,0.0,3810.475694,4405.647308,199506341.903226,110068019.609108,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-694369,s3-2022-04-29-1215-ens4f1-2022-04-29-1215-175977,169.231.79.116,169.231.79.116,0.0,0.091526,3.0,18.0,14912.639471,214.188747,357.186618,2.794871,0.446066,0.0,0.0,0.001292,0.011153,0.004273,0.00701,0.857143,0.190476,0.0,79.5,93.0,1.0,21.0,1.0,0.0,6.0,0.0,0.0,65535.0,0.0,1.421053,1.497921,191.46904,338.600361,0.0,0.0,979.863777,622.03429,217086936.027027,60292499.810811,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-694369,s3-2022-04-29-1215-ens4f2-2022-04-29-1215-578985,169.231.79.116,169.231.79.116,0.0,0.290147,10.0,0.0,37012.466711,499.363926,499.363926,9.166667,4.7446,15.0,0.0,0.044336,0.057918,0.044336,0.0,0.0,9.166667,15.0,0.0,0.0,0.0,7.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,46.865547,112.891274,0.0,0.0,60117.294118,15049.233585,143.833333,124571914.333333,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-694369,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-328380,169.231.79.116,169.231.79.116,0.0,0.157077,1.0,0.0,31033.154965,424.762921,424.762921,2.596491,0.253441,0.0,0.0,0.008614,0.029154,0.008614,0.0,0.0,2.596491,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.539215,82.477022,0.0,0.0,3453.738562,4994.498243,7.0,104435852.294118,1
s3-2022-04-29-1215-ens4f1-2022-04-29-1215-175977,s3-2022-04-29-1215-ens4f2-2022-04-29-1215-578985,169.231.79.116,169.231.79.116,0.0,0.198621,13.0,18.0,22099.82724,285.175179,142.177308,11.961538,5.190666,15.0,0.0,0.043044,0.046765,0.040063,0.00701,0.857143,9.357143,15.0,79.5,93.0,1.0,28.0,2.0,3.0,11.0,0.0,0.0,65535.0,0.0,1.421053,1.497921,238.334587,451.491635,0.0,0.0,61097.157895,14427.199295,217086792.193694,64279414.522522,1
s3-2022-04-29-1215-ens4f1-2022-04-29-1215-175977,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-328380,169.231.79.116,169.231.79.116,0.0,0.065551,2.0,18.0,16120.515494,210.574174,67.576303,0.19838,0.699507,0.0,0.0,0.007322,0.018001,0.004341,0.00701,0.857143,2.406015,0.0,79.5,93.0,0.0,20.0,1.0,1.0,5.0,0.0,0.0,65535.0,0.0,1.421053,1.497921,148.929825,256.123339,0.0,0.0,4433.602339,5616.532533,217086943.027027,44143352.483307,1
s3-2022-04-29-1215-ens4f2-2022-04-29-1215-578985,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-328380,169.231.79.116,169.231.79.116,0.0,0.13307,11.0,0.0,5979.311746,74.601005,74.601005,11.763158,4.491159,15.0,0.0,0.035722,0.028764,0.035722,0.0,0.0,11.763158,15.0,0.0,0.0,1.0,8.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,89.404762,195.368296,0.0,0.0,56663.555556,20043.731828,150.833333,20136062.039215,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-21545,s2-2022-04-29-1215-ens4f3-2022-04-29-1215-99957,169.231.26.125,169.231.26.125,11.0,125.2059,58.0,0.0,363.898341,4.375889,4.375889,18.7,12.52859,33.0,7.0,0.77812,5.11396,0.77812,0.0,0.0,18.7,33.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,1028.0,0.0,0.0,2.0,0.0,269.131698,483.192536,0.0,0.0,4453.264423,3203.978675,5.454106,7783.574879,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-21545,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-110481,169.231.26.125,169.231.26.125,0.0,138.713518,140.0,1.0,338.154109,1.860514,1.537831,78.0,163.695517,525.0,0.0,0.577334,4.813437,0.521994,0.0,0.125,22.125,140.0,585.0,585.0,2.0,139.0,1.0,0.0,3.0,0.0,25855.0,1026.0,0.0,151.375,57.214372,89.951923,172.840253,0.0,0.0,870.139423,5607.478489,737520430.545894,737512906.99655,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-21545,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-115269,169.231.26.125,169.231.26.125,0.0,141.689468,69.0,2.0,57774.85541,657.123739,640.872692,27.876543,168.912453,1439.0,0.0,0.963173,5.810498,0.963133,0.0,0.025316,7.873418,511.0,878.0,1499.0,2.0,69.0,1.0,0.0,3.0,0.0,63212.0,67.0,0.0,0.1,0.6245,64.714423,275.02298,0.0,0.0,2530.564423,3817.520065,69789358.052223,73873715.614994,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-21545,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-290926,169.231.26.125,169.231.26.125,0.0,21.748234,67.0,0.0,63.997608,0.747076,0.747076,10.706977,14.78883,33.0,0.0,0.403663,4.079619,0.403663,0.0,0.0,10.706977,33.0,0.0,0.0,2.0,65.0,0.0,0.0,74.0,0.0,63212.0,0.0,0.0,0.0,0.0,9.100943,34.736026,0.0,0.0,3305.80756,407.450255,3.848448,563361.128461,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-21545,s3-2022-04-29-1215-ens4f1-2022-04-29-1215-122749,169.231.26.125,169.231.26.125,0.0,81.477118,139.0,10.0,41.817491,0.728725,0.894465,6.052632,10.884434,33.0,0.0,2.387257,4.83803,6.568462,6.696109,1.111111,1.333333,6.0,70.3,93.0,3.0,131.0,2.0,0.0,2.0,0.0,63212.0,26883.0,0.0,92.777778,82.982967,117.674145,351.987214,0.0,0.0,1063.957799,12268.25902,591671794.781188,688966589.366297,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-21545,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-94583,169.231.26.125,169.231.26.125,0.0,141.749052,139.0,0.0,10191.772924,140.72214,140.72214,12.333333,14.794894,33.0,0.0,0.956775,5.802814,0.956775,0.0,0.0,12.333333,33.0,0.0,0.0,2.0,141.0,1.0,0.0,1.0,0.0,63212.0,0.0,0.0,0.0,0.0,378.451923,593.57707,0.0,0.0,4475.860577,17701.567051,502.831608,488462392.425121,1
s2-2022-04-29-1215-ens4f3-2022-04-29-1215-99957,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-110481,169.231.26.125,169.231.26.125,11.0,13.507618,82.0,1.0,25.744232,2.515375,2.838058,59.3,151.166927,492.0,7.0,0.200786,0.300523,0.256126,0.0,0.125,3.425,107.0,585.0,585.0,2.0,9.0,1.0,0.0,3.0,0.0,26883.0,1026.0,0.0,153.375,57.214372,179.179775,310.352283,0.0,0.0,3583.125,8811.457164,737520436.0,737520690.571429,1
s2-2022-04-29-1215-ens4f3-2022-04-29-1215-99957,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-115269,169.231.26.125,169.231.26.125,11.0,16.483568,11.0,2.0,57410.957069,652.74785,636.496803,9.176543,156.383863,1406.0,7.0,0.185053,0.696538,0.185013,0.0,0.025316,10.826582,478.0,878.0,1499.0,2.0,79.0,1.0,0.0,3.0,0.0,64240.0,67.0,0.0,1.9,0.6245,204.417275,208.169556,0.0,0.0,1922.7,7021.49874,69789363.506329,73881499.189873,1
s2-2022-04-29-1215-ens4f3-2022-04-29-1215-99957,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-290926,169.231.26.125,169.231.26.125,11.0,103.457666,125.0,0.0,299.900733,3.628813,3.628813,7.993023,2.26024,0.0,7.0,0.374457,1.034341,0.374457,0.0,0.0,7.993023,0.0,0.0,0.0,2.0,213.0,0.0,0.0,74.0,0.0,64240.0,0.0,0.0,2.0,0.0,260.030755,448.45651,0.0,0.0,1147.456863,2796.52842,9.302554,571144.70334,1
s2-2022-04-29-1215-ens4f3-2022-04-29-1215-99957,s3-2022-04-29-1215-ens4f1-2022-04-29-1215-122749,169.231.26.125,169.231.26.125,11.0,43.728782,81.0,10.0,405.715832,5.104614,5.270354,12.647368,1.644156,0.0,7.0,3.165377,9.95199,7.346582,6.696109,1.111111,17.366667,27.0,70.3,93.0,3.0,17.0,2.0,0.0,2.0,0.0,64240.0,26883.0,0.0,94.777778,82.982967,151.457553,131.205322,0.0,0.0,5517.222222,15472.237695,591671800.235294,688974372.941176,1
s2-2022-04-29-1215-ens4f3-2022-04-29-1215-99957,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-94583,169.231.26.125,169.231.26.125,11.0,16.543152,81.0,0.0,9827.874583,136.346251,136.346251,6.366667,2.266304,0.0,7.0,0.178655,0.688854,0.178655,0.0,0.0,6.366667,0.0,0.0,0.0,2.0,7.0,1.0,0.0,1.0,0.0,64240.0,0.0,0.0,2.0,0.0,109.320225,110.384534,0.0,0.0,8929.125,20905.545726,508.285714,488470176.0,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-110481,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-115269,169.231.26.125,169.231.26.125,0.0,2.97595,71.0,1.0,57436.701301,655.263225,639.334861,50.123457,5.216936,914.0,0.0,0.385839,0.997061,0.441139,0.0,0.099684,14.251582,371.0,293.0,914.0,0.0,70.0,0.0,0.0,0.0,0.0,37357.0,959.0,0.0,151.475,56.589872,25.2375,102.182727,0.0,0.0,1660.425,1789.958424,667731072.493671,663639191.381556,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-110481,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-290926,169.231.26.125,169.231.26.125,0.0,116.965284,207.0,1.0,274.156501,1.113438,0.790755,67.293023,148.906687,492.0,0.0,0.173671,0.733818,0.118331,0.0,0.125,11.418023,107.0,585.0,585.0,0.0,204.0,1.0,0.0,71.0,0.0,37357.0,1026.0,0.0,151.375,57.214372,80.85098,138.104227,0.0,0.0,2435.668137,6014.928744,737520426.697446,736949545.868089,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-110481,s3-2022-04-29-1215-ens4f1-2022-04-29-1215-122749,169.231.26.125,169.231.26.125,0.0,57.2364,1.0,9.0,379.9716,2.589239,2.432296,71.947368,152.811083,492.0,0.0,2.964591,9.651467,7.090456,6.696109,0.986111,20.791667,134.0,514.7,492.0,1.0,8.0,1.0,0.0,1.0,0.0,37357.0,25857.0,0.0,58.597222,25.768595,27.722222,179.146961,0.0,0.0,1934.097222,6660.780531,145848635.764706,48546317.630253,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-110481,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-94583,169.231.26.125,169.231.26.125,0.0,3.035534,1.0,1.0,9853.618815,138.861626,139.184309,65.666667,148.900623,492.0,0.0,0.379441,0.989377,0.434781,0.0,0.125,9.791667,107.0,585.0,585.0,0.0,2.0,0.0,0.0,2.0,0.0,37357.0,1026.0,0.0,151.375,57.214372,288.5,420.736817,0.0,0.0,5346.0,12094.088562,737519927.714286,249050514.571429,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-115269,s3-2022-04-29-1215-ens4f0-2022-04-29-1215-290926,169.231.26.125,169.231.26.125,0.0,119.941234,136.0,2.0,57710.857802,656.376663,640.125616,17.169566,154.123623,1406.0,0.0,0.55951,1.730879,0.55947,0.0,0.025316,2.833559,478.0,878.0,1499.0,0.0,134.0,1.0,0.0,71.0,0.0,0.0,67.0,0.0,0.1,0.6245,55.61348,240.286954,0.0,0.0,775.243137,4224.97032,69789354.203775,73310354.486533,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-115269,s3-2022-04-29-1215-ens4f1-2022-04-29-1215-122749,169.231.26.125,169.231.26.125,0.0,60.21235,70.0,8.0,57816.672901,657.852464,641.767157,21.823911,158.028019,1406.0,0.0,3.35043,10.648528,7.531595,6.696109,1.085795,6.540085,505.0,807.7,1406.0,1.0,62.0,1.0,0.0,1.0,0.0,0.0,26816.0,0.0,92.877778,82.358467,52.959722,76.964234,0.0,0.0,3594.522222,8450.738955,521882436.728965,615092873.751303,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-115269,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-94583,169.231.26.125,169.231.26.125,0.0,0.059584,70.0,2.0,47583.082486,516.401599,500.150552,15.54321,154.117559,1406.0,0.0,0.006398,0.007684,0.006358,0.0,0.025316,4.459915,478.0,878.0,1499.0,0.0,72.0,0.0,0.0,2.0,0.0,0.0,67.0,0.0,0.1,0.6245,313.7375,318.55409,0.0,0.0,7006.425,13884.046986,69788855.220615,414588676.810127,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-290926,s3-2022-04-29-1215-ens4f1-2022-04-29-1215-122749,169.231.26.125,169.231.26.125,0.0,59.728884,206.0,10.0,105.815099,1.475801,1.641541,4.654345,3.904396,0.0,0.0,2.79092,8.917649,6.972125,6.696109,1.111111,9.373644,27.0,70.3,93.0,1.0,196.0,2.0,0.0,72.0,0.0,0.0,26883.0,0.0,92.777778,82.982967,108.573202,317.251188,0.0,0.0,4369.765359,12675.709275,591671790.93274,688403228.237836,1
s3-2022-04-29-1215-ens4f0-2022-04-29-1215-290926,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-94583,169.231.26.125,169.231.26.125,0.0,120.000818,206.0,0.0,10127.775316,139.975064,139.975064,1.626356,0.006064,0.0,0.0,0.553112,1.723195,0.553112,0.0,0.0,1.626356,0.0,0.0,0.0,0.0,206.0,1.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,369.35098,558.841044,0.0,0.0,7781.668137,18109.017306,498.98316,487899031.29666,1
s3-2022-04-29-1215-ens4f1-2022-04-29-1215-122749,s3-2022-04-29-1215-ens4f3-2022-04-29-1215-94583,169.231.26.125,169.231.26.125,0.0,60.271934,0.0,10.0,10233.590415,141.450865,141.616605,6.280701,3.91046,0.0,0.0,3.344032,10.640844,7.525237,6.696109,1.111111,11.0,27.0,70.3,93.0,1.0,10.0,1.0,0.0,1.0,0.0,0.0,26883.0,0.0,92.777778,82.982967,260.777778,241.589856,0.0,0.0,3411.902778,5433.308031,591671291.94958,200504196.941176,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-216094,s2-2022-04-29-1215-ens4f3-2022-04-29-1215-149742,169.231.97.67,169.231.97.67,11.0,0.165921,4.0,0.0,4469.012047,45.4331,45.4331,25.012987,5.602564,27.0,15.0,0.038669,0.069212,0.038669,0.0,0.0,25.012987,27.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,64240.0,0.0,0.0,0.0,0.0,478.5,548.596259,0.0,0.0,64841.333333,425.206878,327.4,291162958.8,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-216094,s3-2022-04-29-1215-ens4f1-2022-04-29-1215-160881,169.231.97.67,169.231.97.67,11.0,4.905858,4.0,0.0,5681.829128,65.190674,65.190674,20.298702,2.84624,0.0,15.0,0.828658,1.677582,0.828658,0.0,0.0,20.298702,0.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0,64240.0,0.0,0.0,0.0,0.0,470.0,534.43375,0.0,0.0,11133.833333,23749.799749,248.6,604059535.6,1
s2-2022-04-29-1215-ens4f1-2022-04-29-1215-216094,s3-2022-04-29-1215-ens4f2-2022-04-29-1215-214127,169.231.97.67,169.231.97.67,0.0,0.017651,0.0,0.0,814.205935,6.424946,6.424946,4.272728,3.467973,0.0,8.0,0.001765,0.004555,0.001765,0.0,0.0,4.272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,190.5,150.330763,0.0,0.0,0.0,0.0,0.0,0.0,1
s2-2022-04-29-1215-ens4f3-2022-04-29-1215-149742,s3-2022-04-29-1215-ens4f1-2022-04-29-1215-160881,169.231.97.67,169.231.97.67,0.0,4.739937,0.0,0.0,1212.817081,19.757574,19.757574,4.714285,8.448804,27.0,0.0,0.789989,1.60837,0.789989,0.0,0.0,4.714285,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,14.162509,0.0,0.0,53707.5,23324.592871,78.8,312896576.8,1
